borough,communityboard,inspection_year,mean_treated,n_treated,total_treated,mean_control,n_control,total_control,diff,ratio
BROOKLYN,9,2019,2.654028436018957,633.0,1680.0,1.0052083333333333,768.0,772.0,1.648820102685624,2.640276993345284
BROOKLYN,9,2020,2.448657187993681,633.0,1550.0,0.67578125,768.0,519.0,1.772875937993681,3.623446474718973
BROOKLYN,9,2021,3.4786729857819907,633.0,2202.0,1.375,768.0,1056.0,2.1036729857819907,2.5299439896596296
BROOKLYN,9,2022,3.821484992101106,633.0,2419.0,2.0833333333333335,768.0,1600.0,1.7381516587677726,1.8343127962085308
BROOKLYN,9,2023,4.216429699842022,633.0,2669.0,1.9140625,768.0,1470.0,2.3023671998420223,2.202869394203179
BROOKLYN,9,2024,5.15955766192733,633.0,3266.0,2.1315104166666665,768.0,1637.0,3.0280472452606637,2.4206110472572937
BROOKLYN,9,2025,11.921011058451818,633.0,7546.0,3.29296875,768.0,2529.0,8.628042308451818,3.6201409619972305
MANHATTAN,1,2019,0.38235294117647056,68.0,26.0,0.3761904761904762,210.0,79.0,0.006162464985994376,1.0163812360387192
MANHATTAN,1,2020,0.1323529411764706,68.0,9.0,0.19523809523809524,210.0,41.0,-0.06288515406162465,0.6779053084648493
MANHATTAN,1,2021,1.0294117647058822,68.0,70.0,0.6095238095238096,210.0,128.0,0.41988795518207267,1.6888786764705879
MANHATTAN,1,2022,1.3235294117647058,68.0,90.0,0.7714285714285715,210.0,162.0,0.5521008403361344,1.7156862745098038
MANHATTAN,1,2023,0.9264705882352942,68.0,63.0,0.6285714285714286,210.0,132.0,0.2978991596638656,1.4739304812834226
MANHATTAN,1,2024,1.838235294117647,68.0,125.0,1.4523809523809523,210.0,305.0,0.38585434173669464,1.2656702025072324
MANHATTAN,1,2025,1.7794117647058822,68.0,121.0,0.9333333333333333,210.0,196.0,0.8460784313725489,1.9065126050420167
MANHATTAN,10,2019,1.4410112359550562,1068.0,1539.0,0.999185667752443,1228.0,1227.0,0.4418255682026132,1.4421856542402682
MANHATTAN,10,2020,1.3604868913857677,1068.0,1453.0,0.6408794788273615,1228.0,787.0,0.7196074125584062,2.122843586558733
MANHATTAN,10,2021,2.600187265917603,1068.0,2777.0,1.8786644951140066,1228.0,2307.0,0.7215227708035965,1.3840615355642898
MANHATTAN,10,2022,3.891385767790262,1068.0,4156.0,2.1425081433224755,1228.0,2631.0,1.7488776244677866,1.8162758353654282
MANHATTAN,10,2023,4.867977528089888,1068.0,5199.0,2.2003257328990227,1228.0,2702.0,2.6676517951908654,2.2123894909305637
MANHATTAN,10,2024,6.962546816479401,1068.0,7436.0,2.8403908794788273,1228.0,3488.0,4.122155937000574,2.451263615434835
MANHATTAN,10,2025,9.72565543071161,1068.0,10387.0,3.6270358306188926,1228.0,4454.0,6.098619600092718,2.681433513451697
MANHATTAN,104,2019,0.0,2.0,0.0,,,,,
MANHATTAN,104,2020,0.0,2.0,0.0,,,,,
MANHATTAN,104,2021,0.0,2.0,0.0,,,,,
MANHATTAN,104,2022,0.0,2.0,0.0,,,,,
MANHATTAN,104,2023,0.0,2.0,0.0,,,,,
MANHATTAN,104,2024,0.0,2.0,0.0,,,,,
MANHATTAN,104,2025,0.0,2.0,0.0,,,,,
MANHATTAN,11,2019,1.665374677002584,774.0,1289.0,1.0127118644067796,708.0,717.0,0.6526628125958043,1.644470392354016
MANHATTAN,11,2020,1.3979328165374676,774.0,1082.0,0.731638418079096,708.0,518.0,0.6662943984583716,1.9106880967346083
MANHATTAN,11,2021,2.182170542635659,774.0,1689.0,1.6101694915254237,708.0,1140.0,0.5720010511102351,1.3552427580579356
MANHATTAN,11,2022,2.483204134366925,774.0,1922.0,1.4293785310734464,708.0,1012.0,1.0538256032934785,1.7372613904464256
MANHATTAN,11,2023,3.1589147286821704,774.0,2445.0,1.2881355932203389,708.0,912.0,1.8707791354618315,2.4523153814769483
MANHATTAN,11,2024,4.666666666666667,774.0,3612.0,1.6454802259887005,708.0,1165.0,3.0211864406779663,2.836051502145923
MANHATTAN,11,2025,8.589147286821705,774.0,6648.0,2.92090395480226,708.0,2068.0,5.668243332019445,2.9405784715037555
MANHATTAN,110,2019,0.0,1.0,0.0,,,,,
MANHATTAN,110,2020,0.0,1.0,0.0,,,,,
MANHATTAN,110,2021,4.0,1.0,4.0,,,,,
MANHATTAN,110,2022,0.0,1.0,0.0,,,,,
MANHATTAN,110,2023,0.0,1.0,0.0,,,,,
MANHATTAN,110,2024,1.0,1.0,1.0,,,,,
MANHATTAN,110,2025,0.0,1.0,0.0,,,,,
MANHATTAN,111,2019,0.0,2.0,0.0,,,,,
MANHATTAN,111,2020,0.0,2.0,0.0,,,,,
MANHATTAN,111,2021,0.5,2.0,1.0,,,,,
MANHATTAN,111,2022,1.0,2.0,2.0,,,,,
MANHATTAN,111,2023,1.0,2.0,2.0,,,,,
MANHATTAN,111,2024,1.0,2.0,2.0,,,,,
MANHATTAN,111,2025,1.0,2.0,2.0,,,,,
MANHATTAN,12,2019,1.9295676429567643,1434.0,2767.0,1.5062893081761006,318.0,479.0,0.4232783347806637,1.2810073287270376
MANHATTAN,12,2020,1.5592747559274756,1434.0,2236.0,1.389937106918239,318.0,442.0,0.16933764900923665,1.1218311592419394
MANHATTAN,12,2021,3.503486750348675,1434.0,5024.0,2.110062893081761,318.0,671.0,1.3934238572669138,1.6603707699118906
MANHATTAN,12,2022,3.99163179916318,1434.0,5724.0,2.2767295597484276,318.0,724.0,1.7149022394147524,1.7532305416213967
MANHATTAN,12,2023,4.668061366806136,1434.0,6694.0,2.3867924528301887,318.0,759.0,2.2812689139759477,1.9557885568436777
MANHATTAN,12,2024,6.443514644351464,1434.0,9240.0,2.50314465408805,318.0,796.0,3.940369990263414,2.574167910683123
MANHATTAN,12,2025,11.518828451882845,1434.0,16518.0,5.79559748427673,318.0,1843.0,5.723230967606115,1.9875135364616086
MANHATTAN,2,2019,0.855146124523507,787.0,673.0,0.4254742547425474,738.0,314.0,0.4296718697809596,2.009865732160345
MANHATTAN,2,2020,0.4866581956797967,787.0,383.0,0.16937669376693767,738.0,125.0,0.317281501912859,2.8732299872935196
MANHATTAN,2,2021,0.9669631512071156,787.0,761.0,0.6815718157181572,738.0,503.0,0.28539133548895845,1.418725259623959
MANHATTAN,2,2022,1.0902160101651843,787.0,858.0,0.6639566395663956,738.0,490.0,0.4262593705987887,1.641998807146747
MANHATTAN,2,2023,1.2210927573062262,787.0,961.0,0.6639566395663956,738.0,490.0,0.5571361177398306,1.839115214065296
MANHATTAN,2,2024,1.2808132147395173,787.0,1008.0,0.7615176151761518,738.0,562.0,0.5192955995633655,1.6819219794978002
MANHATTAN,2,2025,1.4053367217280812,787.0,1106.0,1.0826558265582655,738.0,799.0,0.3226808951698157,1.298045682897777
MANHATTAN,3,2019,1.022883295194508,1311.0,1341.0,0.7083854818523154,799.0,566.0,0.3144978133421925,1.443964227668572
MANHATTAN,3,2020,0.8077803203661327,1311.0,1059.0,0.3967459324155194,799.0,317.0,0.41103438795061326,2.0360141197871924
MANHATTAN,3,2021,1.15255530129672,1311.0,1511.0,0.8560700876095119,799.0,684.0,0.29648521368720815,1.3463328738831568
MANHATTAN,3,2022,1.122044241037376,1311.0,1471.0,0.8623279098873592,799.0,689.0,0.2597163311500169,1.3011804769069137
MANHATTAN,3,2023,1.6971777269260107,1311.0,2225.0,1.0300375469336671,799.0,823.0,0.6671401799923435,1.6476853023254951
MANHATTAN,3,2024,1.5293668954996187,1311.0,2005.0,1.0988735919899875,799.0,878.0,0.4304933035096312,1.391758712419357
MANHATTAN,3,2025,1.8405797101449275,1311.0,2413.0,1.3679599499374218,799.0,1093.0,0.47261976020750573,1.345492395613721
MANHATTAN,4,2019,0.927120669056153,837.0,776.0,0.45068285280728376,659.0,297.0,0.4764378162488692,2.0571465350437874
MANHATTAN,4,2020,0.7646356033452808,837.0,640.0,0.3520485584218513,659.0,232.0,0.4125870449234295,2.1719606146747417
MANHATTAN,4,2021,1.096774193548387,837.0,918.0,0.6874051593323217,659.0,453.0,0.4093690342160653,1.595528021078117
MANHATTAN,4,2022,1.2819593787335724,837.0,1073.0,0.8998482549317147,659.0,593.0,0.38211112380185763,1.4246395119484387
MANHATTAN,4,2023,1.6415770609318996,837.0,1374.0,1.007587253414264,659.0,664.0,0.6339898075176356,1.6292157878827136
MANHATTAN,4,2024,1.8291517323775388,837.0,1531.0,1.069802731411229,659.0,705.0,0.7593490009663098,1.709802825016735
MANHATTAN,4,2025,2.379928315412186,837.0,1992.0,1.338391502276176,659.0,882.0,1.04153681313601,1.778200408000715
MANHATTAN,5,2019,0.7031963470319634,219.0,154.0,0.4734848484848485,264.0,125.0,0.22971149854711492,1.4851506849315066
MANHATTAN,5,2020,0.7077625570776256,219.0,155.0,0.3181818181818182,264.0,84.0,0.3895807388958074,2.224396607958252
MANHATTAN,5,2021,1.3242009132420092,219.0,290.0,0.5606060606060606,264.0,148.0,0.7635948526359486,2.3620881155127735
MANHATTAN,5,2022,1.1187214611872147,219.0,245.0,0.7196969696969697,264.0,190.0,0.399024491490245,1.5544340302811825
MANHATTAN,5,2023,1.3515981735159817,219.0,296.0,0.9090909090909091,264.0,240.0,0.4425072644250726,1.4867579908675799
MANHATTAN,5,2024,2.91324200913242,219.0,638.0,1.071969696969697,264.0,283.0,1.841272312162723,2.717653323006922
MANHATTAN,5,2025,1.7945205479452055,219.0,393.0,1.1590909090909092,264.0,306.0,0.6354296388542964,1.5482138060703734
MANHATTAN,6,2019,0.8638655462184874,595.0,514.0,0.45195729537366547,562.0,254.0,0.41190825084482197,1.9113875471448423
MANHATTAN,6,2020,0.4218487394957983,595.0,251.0,0.3701067615658363,562.0,208.0,0.051741977929962046,1.139802844214609
MANHATTAN,6,2021,0.7966386554621848,595.0,474.0,0.6903914590747331,562.0,388.0,0.10624719638745173,1.153894134973577
MANHATTAN,6,2022,0.9630252100840336,595.0,573.0,0.7153024911032029,562.0,402.0,0.24772271898083076,1.3463188260378778
MANHATTAN,6,2023,1.104201680672269,595.0,657.0,0.8274021352313167,562.0,465.0,0.2767995454409523,1.3345405258877747
MANHATTAN,6,2024,1.1512605042016806,595.0,685.0,0.9359430604982206,562.0,526.0,0.21531744370345995,1.230053998785826
MANHATTAN,6,2025,1.3512605042016808,595.0,804.0,1.0266903914590748,562.0,577.0,0.32457011274260594,1.3161324148376854
MANHATTAN,7,2019,1.1165467625899281,1390.0,1552.0,0.396732788798133,857.0,340.0,0.7198139737917951,2.814354633939907
MANHATTAN,7,2020,0.7496402877697842,1390.0,1042.0,0.2590431738623104,857.0,222.0,0.4905971139074738,2.893881651435608
MANHATTAN,7,2021,1.2611510791366907,1390.0,1753.0,0.6989498249708285,857.0,599.0,0.5622012541658622,1.804351376995232
MANHATTAN,7,2022,1.320863309352518,1390.0,1836.0,0.8249708284714119,857.0,707.0,0.49589248088110605,1.6011030496677623
MANHATTAN,7,2023,1.6266187050359713,1390.0,2261.0,0.852975495915986,857.0,731.0,0.7736432091199853,1.906993474987452
MANHATTAN,7,2024,1.9489208633093524,1390.0,2709.0,1.278879813302217,857.0,1096.0,0.6700410500071354,1.523928083810324
MANHATTAN,7,2025,2.2093525179856117,1390.0,3071.0,1.3885647607934655,857.0,1190.0,0.8207877571921463,1.5911051327005625
MANHATTAN,8,2019,0.8032786885245902,1281.0,1029.0,0.4798657718120805,894.0,429.0,0.32341291671250966,1.6739653788834117
MANHATTAN,8,2020,0.5597189695550351,1281.0,717.0,0.2505592841163311,894.0,224.0,0.309159685438704,2.2338783874205417
MANHATTAN,8,2021,1.135831381733021,1281.0,1455.0,0.6778523489932886,894.0,606.0,0.4579790327397324,1.675632434437823
MANHATTAN,8,2022,0.8220140515222483,1281.0,1053.0,0.7102908277404921,894.0,635.0,0.11172322378175614,1.157292223717937
MANHATTAN,8,2023,0.9953161592505855,1281.0,1275.0,0.9038031319910514,894.0,808.0,0.09151302725953403,1.101253275210425
MANHATTAN,8,2024,0.9461358313817331,1281.0,1212.0,0.9496644295302014,894.0,849.0,-0.003528598148468287,0.9962843736811182
MANHATTAN,8,2025,1.2849336455893834,1281.0,1646.0,1.023489932885906,894.0,915.0,0.26144371270347744,1.2554433651988075
MANHATTAN,9,2019,2.3174603174603177,756.0,1752.0,1.285953177257525,598.0,769.0,1.0315071402027927,1.8021342910809754
MANHATTAN,9,2020,1.9113756613756614,756.0,1445.0,0.9130434782608695,598.0,546.0,0.9983321831147919,2.093411438649534
MANHATTAN,9,2021,3.191798941798942,756.0,2413.0,1.5250836120401339,598.0,912.0,1.666715329758808,2.0928681657848323
MANHATTAN,9,2022,3.988095238095238,756.0,3015.0,1.4280936454849498,598.0,854.0,2.5600015926102886,2.7926006468161035
MANHATTAN,9,2023,4.673280423280423,756.0,3533.0,1.9816053511705685,598.0,1185.0,2.691675072109855,2.3583305427187287
MANHATTAN,9,2024,6.365079365079365,756.0,4812.0,2.222408026755853,598.0,1329.0,4.142671338323511,2.8640462455360876
MANHATTAN,9,2025,10.681216931216932,756.0,8075.0,4.085284280936455,598.0,2443.0,6.595932650280477,2.6145590359671407
QUEENS,0,2019,,,,0.0,2.0,0.0,,
QUEENS,0,2020,,,,0.0,2.0,0.0,,
QUEENS,0,2021,,,,1.0,2.0,2.0,,
QUEENS,0,2022,,,,2.0,2.0,4.0,,
QUEENS,0,2023,,,,1.5,2.0,3.0,,
QUEENS,0,2024,,,,1.5,2.0,3.0,,
QUEENS,0,2025,,,,1.5,2.0,3.0,,
QUEENS,1,2019,0.5997109826589595,1384.0,830.0,0.4096185737976783,1809.0,741.0,0.1900924088612812,1.4640717511876622
QUEENS,1,2020,0.559971098265896,1384.0,775.0,0.19458264234383638,1809.0,352.0,0.3653884559220596,2.8778060135312664
QUEENS,1,2021,0.8619942196531792,1384.0,1193.0,0.6909894969596462,1809.0,1250.0,0.17100472269353306,1.247478034682081
QUEENS,1,2022,1.0708092485549132,1384.0,1482.0,1.093974571586512,1809.0,1979.0,-0.023165323031598684,0.9788246238685386
QUEENS,1,2023,1.6170520231213872,1384.0,2238.0,1.0497512437810945,1809.0,1899.0,0.5673007793402927,1.5404144864805631
QUEENS,1,2024,2.1495664739884393,1384.0,2975.0,1.53510226644555,1809.0,2777.0,0.6144642075428892,1.4002757477295955
QUEENS,1,2025,2.308526011560694,1384.0,3195.0,1.8673300165837479,1809.0,3378.0,0.44119599497694595,1.2362710346102117
QUEENS,10,2019,0.6041666666666666,48.0,29.0,0.7784090909090909,528.0,411.0,-0.1742424242424243,0.7761557177615571
QUEENS,10,2020,0.5833333333333334,48.0,28.0,0.3428030303030303,528.0,181.0,0.2405303030303031,1.7016574585635362
QUEENS,10,2021,1.8333333333333333,48.0,88.0,1.0852272727272727,528.0,573.0,0.7481060606060606,1.6893542757417102
QUEENS,10,2022,2.0833333333333335,48.0,100.0,1.456439393939394,528.0,769.0,0.6268939393939394,1.4304291287386215
QUEENS,10,2023,2.125,48.0,102.0,1.456439393939394,528.0,769.0,0.668560606060606,1.4590377113133939
QUEENS,10,2024,5.354166666666667,48.0,257.0,1.9204545454545454,528.0,1014.0,3.4337121212121215,2.787968441814596
QUEENS,10,2025,3.6875,48.0,177.0,1.803030303030303,528.0,952.0,1.884469696969697,2.0451680672268906
QUEENS,11,2019,0.782608695652174,92.0,72.0,0.2796208530805687,211.0,59.0,0.5029878425716052,2.7988209285187917
QUEENS,11,2020,0.5869565217391305,92.0,54.0,0.27488151658767773,211.0,58.0,0.31207500515145276,2.1353073463268366
QUEENS,11,2021,1.391304347826087,92.0,128.0,0.9052132701421801,211.0,191.0,0.4860910776839068,1.5369906669701798
QUEENS,11,2022,2.119565217391304,92.0,195.0,1.127962085308057,211.0,238.0,0.9916031320832472,1.8791103397880888
QUEENS,11,2023,1.815217391304348,92.0,167.0,0.8862559241706162,211.0,187.0,0.9289614671337317,2.0481864682631947
QUEENS,11,2024,2.467391304347826,92.0,227.0,1.033175355450237,211.0,218.0,1.4342159488975892,2.388163143199043
QUEENS,11,2025,2.4239130434782608,92.0,223.0,1.3886255924170616,211.0,293.0,1.0352874510611991,1.7455483009348567
QUEENS,12,2019,0.948339483394834,271.0,257.0,0.6563573883161512,873.0,573.0,0.2919820950786828,1.4448523019261608
QUEENS,12,2020,1.2583025830258303,271.0,341.0,0.6082474226804123,873.0,531.0,0.650055160345418,2.068734755144162
QUEENS,12,2021,2.114391143911439,271.0,573.0,1.2268041237113403,873.0,1071.0,0.8875870202000988,1.7234953021799124
QUEENS,12,2022,2.3247232472324724,271.0,630.0,2.0927835051546393,873.0,1827.0,0.23193974207783308,1.1108283496628069
QUEENS,12,2023,2.878228782287823,271.0,780.0,1.843069873997709,873.0,1609.0,1.035158908290114,1.5616493020119762
QUEENS,12,2024,5.143911439114391,271.0,1394.0,2.38602520045819,873.0,2083.0,2.757886238656201,2.1558495853801554
QUEENS,12,2025,6.339483394833948,271.0,1718.0,2.5807560137457046,873.0,2253.0,3.7587273810882436,2.4564442981313968
QUEENS,13,2019,1.1875,48.0,57.0,0.6733870967741935,248.0,167.0,0.5141129032258065,1.7634730538922156
QUEENS,13,2020,1.8333333333333333,48.0,88.0,0.3346774193548387,248.0,83.0,1.4986559139784945,5.477911646586345
QUEENS,13,2021,2.1041666666666665,48.0,101.0,0.7298387096774194,248.0,181.0,1.374327956989247,2.8830570902394106
QUEENS,13,2022,3.0208333333333335,48.0,145.0,1.6612903225806452,248.0,412.0,1.3595430107526882,1.8183656957928802
QUEENS,13,2023,3.875,48.0,186.0,0.8669354838709677,248.0,215.0,3.008064516129032,4.469767441860465
QUEENS,13,2024,4.145833333333333,48.0,199.0,1.721774193548387,248.0,427.0,2.424059139784946,2.4078844652615143
QUEENS,13,2025,6.375,48.0,306.0,1.4637096774193548,248.0,363.0,4.911290322580645,4.355371900826446
QUEENS,14,2019,1.7777777777777777,162.0,288.0,0.9376731301939059,722.0,677.0,0.8401046475838718,1.8959461677334644
QUEENS,14,2020,1.2962962962962963,162.0,210.0,0.8781163434903048,722.0,634.0,0.4181799528059915,1.476223857927328
QUEENS,14,2021,1.6975308641975309,162.0,275.0,1.8836565096952909,722.0,1360.0,-0.18612564549776,0.9011891793754538
QUEENS,14,2022,2.6419753086419755,162.0,428.0,2.6689750692520775,722.0,1927.0,-0.026999760610102008,0.9898838468290121
QUEENS,14,2023,3.4814814814814814,162.0,564.0,2.3725761772853184,722.0,1713.0,1.108905304196163,1.467384488984022
QUEENS,14,2024,4.882716049382716,162.0,791.0,2.581717451523546,722.0,1864.0,2.30099859785917,1.891266624278069
QUEENS,14,2025,7.820987654320987,162.0,1267.0,2.685595567867036,722.0,1939.0,5.135392086453951,2.912198600525917
QUEENS,2,2019,0.6239193083573487,694.0,433.0,0.504914004914005,814.0,411.0,0.1190053034433437,1.2356942019534836
QUEENS,2,2020,0.6902017291066282,694.0,479.0,0.2678132678132678,814.0,218.0,0.42238846129336044,2.577175263728419
QUEENS,2,2021,1.2377521613832854,694.0,859.0,1.0368550368550369,814.0,844.0,0.20089712452824848,1.1937562314762966
QUEENS,2,2022,1.377521613832853,694.0,956.0,1.2014742014742015,814.0,978.0,0.1760474123586515,1.1465261693864441
QUEENS,2,2023,2.0936599423631126,694.0,1453.0,1.0282555282555284,814.0,837.0,1.0654044141075842,2.0361280682002074
QUEENS,2,2024,4.010086455331412,694.0,2783.0,1.42997542997543,814.0,1164.0,2.580111025355982,2.804304445566812
QUEENS,2,2025,4.932276657060519,694.0,3423.0,1.5823095823095823,814.0,1288.0,3.3499670747509365,3.117137576744769
QUEENS,3,2019,0.8686868686868687,495.0,430.0,0.5559875583203733,1286.0,715.0,0.31269931036649545,1.5624214169668715
QUEENS,3,2020,1.0525252525252524,495.0,521.0,0.17418351477449456,1286.0,224.0,0.8783417377507579,6.0426226551226545
QUEENS,3,2021,2.16969696969697,495.0,1074.0,1.0699844479004665,1286.0,1376.0,1.0997125217965034,2.027783650458069
QUEENS,3,2022,2.0303030303030303,495.0,1005.0,1.328149300155521,1286.0,1708.0,0.7021537301475094,1.5286707827691435
QUEENS,3,2023,2.933333333333333,495.0,1452.0,1.2954898911353032,1286.0,1666.0,1.63784344219803,2.264265706282513
QUEENS,3,2024,6.793939393939394,495.0,3363.0,1.5793157076205289,1286.0,2031.0,5.214623686318865,4.301824746728735
QUEENS,3,2025,9.305050505050506,495.0,4606.0,1.6858475894245724,1286.0,2168.0,7.619202915625934,5.519508740541951
QUEENS,4,2019,0.8812615955473099,539.0,475.0,0.42950819672131146,1525.0,655.0,0.4517533988259984,2.05179226444221
QUEENS,4,2020,0.764378478664193,539.0,412.0,0.18360655737704917,1525.0,280.0,0.5807719212871438,4.163132785581765
QUEENS,4,2021,1.6178107606679035,539.0,872.0,0.899016393442623,1525.0,1371.0,0.7187943672252806,1.7995342159143346
QUEENS,4,2022,1.5640074211502784,539.0,843.0,1.281311475409836,1525.0,1954.0,0.2826959457404423,1.220630152125985
QUEENS,4,2023,2.3506493506493507,539.0,1267.0,1.2681967213114753,1525.0,1934.0,1.0824526293378753,1.8535368457808996
QUEENS,4,2024,4.252319109461967,539.0,2292.0,1.5934426229508196,1525.0,2430.0,2.658876486511147,2.6686364781602876
QUEENS,4,2025,5.2356215213358075,539.0,2822.0,1.598032786885246,1525.0,2437.0,3.6375887344505617,3.276291678308209
QUEENS,40,2019,,,,0.0,1.0,0.0,,
QUEENS,40,2020,,,,0.0,1.0,0.0,,
QUEENS,40,2021,,,,0.0,1.0,0.0,,
QUEENS,40,2022,,,,2.0,1.0,2.0,,
QUEENS,40,2023,,,,1.0,1.0,1.0,,
QUEENS,40,2024,,,,2.0,1.0,2.0,,
QUEENS,40,2025,,,,4.0,1.0,4.0,,
QUEENS,401,2019,0.0,2.0,0.0,,,,,
QUEENS,401,2020,0.0,2.0,0.0,,,,,
QUEENS,401,2021,0.0,2.0,0.0,,,,,
QUEENS,401,2022,0.0,2.0,0.0,,,,,
QUEENS,401,2023,8.5,2.0,17.0,,,,,
QUEENS,401,2024,2.0,2.0,4.0,,,,,
QUEENS,401,2025,7.0,2.0,14.0,,,,,
QUEENS,403,2019,1.0,1.0,1.0,,,,,
QUEENS,403,2020,0.0,1.0,0.0,,,,,
QUEENS,403,2021,1.0,1.0,1.0,,,,,
QUEENS,403,2022,2.0,1.0,2.0,,,,,
QUEENS,403,2023,2.0,1.0,2.0,,,,,
QUEENS,403,2024,2.0,1.0,2.0,,,,,
QUEENS,403,2025,2.0,1.0,2.0,,,,,
QUEENS,404,2019,0.3333333333333333,3.0,1.0,,,,,
QUEENS,404,2020,0.0,3.0,0.0,,,,,
QUEENS,404,2021,0.6666666666666666,3.0,2.0,,,,,
QUEENS,404,2022,1.0,3.0,3.0,,,,,
QUEENS,404,2023,0.6666666666666666,3.0,2.0,,,,,
QUEENS,404,2024,0.6666666666666666,3.0,2.0,,,,,
QUEENS,404,2025,0.6666666666666666,3.0,2.0,,,,,
QUEENS,407,2019,0.0,1.0,0.0,,,,,
QUEENS,407,2020,1.0,1.0,1.0,,,,,
QUEENS,407,2021,10.0,1.0,10.0,,,,,
QUEENS,407,2022,14.0,1.0,14.0,,,,,
QUEENS,407,2023,11.0,1.0,11.0,,,,,
QUEENS,407,2024,19.0,1.0,19.0,,,,,
QUEENS,407,2025,21.0,1.0,21.0,,,,,
QUEENS,408,2019,2.4,5.0,12.0,,,,,
QUEENS,408,2020,2.6,5.0,13.0,,,,,
QUEENS,408,2021,6.4,5.0,32.0,,,,,
QUEENS,408,2022,1.8,5.0,9.0,,,,,
QUEENS,408,2023,10.6,5.0,53.0,,,,,
QUEENS,408,2024,17.2,5.0,86.0,,,,,
QUEENS,408,2025,0.2,5.0,1.0,,,,,
QUEENS,411,2019,0.0,2.0,0.0,,,,,
QUEENS,411,2020,0.5,2.0,1.0,,,,,
QUEENS,411,2021,0.0,2.0,0.0,,,,,
QUEENS,411,2022,0.0,2.0,0.0,,,,,
QUEENS,411,2023,0.0,2.0,0.0,,,,,
QUEENS,411,2024,0.0,2.0,0.0,,,,,
QUEENS,411,2025,0.0,2.0,0.0,,,,,
QUEENS,5,2019,0.8852838933951332,863.0,764.0,0.3933333333333333,2250.0,885.0,0.49195056006179994,2.250721762868983
QUEENS,5,2020,0.6477404403244496,863.0,559.0,0.22133333333333333,2250.0,498.0,0.4264071069911162,2.926538133996007
QUEENS,5,2021,1.5249130938586326,863.0,1316.0,0.7733333333333333,2250.0,1740.0,0.7515797605252993,1.9718703799896111
QUEENS,5,2022,1.0730011587485515,863.0,926.0,0.9826666666666667,2250.0,2211.0,0.09033449208188482,1.0919279091742382
QUEENS,5,2023,1.2931633835457705,863.0,1116.0,0.9555555555555556,2250.0,2150.0,0.33760782799021494,1.3533105176641784
QUEENS,5,2024,1.8285052143684821,863.0,1578.0,1.1275555555555556,2250.0,2537.0,0.7009496588129265,1.6216542106145386
QUEENS,5,2025,2.119351100811124,863.0,1829.0,1.4662222222222223,2250.0,3299.0,0.6531288785889016,1.4454501293801238
QUEENS,6,2019,1.1092150170648465,293.0,325.0,0.4576923076923077,260.0,119.0,0.6515227093725389,2.423494995267732
QUEENS,6,2020,0.6348122866894198,293.0,186.0,0.5576923076923077,260.0,145.0,0.07711997899711209,1.1382841002706838
QUEENS,6,2021,1.5904436860068258,293.0,466.0,1.7576923076923077,260.0,457.0,-0.16724862168548182,0.9048476112949119
QUEENS,6,2022,1.266211604095563,293.0,371.0,1.7615384615384615,260.0,458.0,-0.4953268574428984,0.7188100809276122
QUEENS,6,2023,2.4573378839590445,293.0,720.0,1.373076923076923,260.0,357.0,1.0842609608821214,1.789657842659248
QUEENS,6,2024,5.713310580204778,293.0,1674.0,2.6961538461538463,260.0,701.0,3.017156734050932,2.119059558991786
QUEENS,6,2025,7.313993174061434,293.0,2143.0,2.25,260.0,585.0,5.063993174061434,3.2506636329161926
QUEENS,7,2019,1.2082262210796915,389.0,470.0,0.3576799140708915,931.0,333.0,0.8505463070088,3.377953789264843
QUEENS,7,2020,1.352185089974293,389.0,526.0,0.21374865735767992,931.0,199.0,1.1384364326166132,6.326051853095813
QUEENS,7,2021,2.1491002570694087,389.0,836.0,0.7411385606874329,931.0,690.0,1.4079616963819759,2.8997280280168396
QUEENS,7,2022,2.5398457583547556,389.0,988.0,1.2116004296455425,931.0,1128.0,1.328245328709213,2.0962734051669125
QUEENS,7,2023,3.056555269922879,389.0,1189.0,1.0859291084854994,931.0,1011.0,1.9706261614373797,2.814691351432444
QUEENS,7,2024,6.187660668380463,389.0,2407.0,1.6659505907626209,931.0,1551.0,4.5217100776178425,3.714192187145204
QUEENS,7,2025,9.773778920308484,389.0,3802.0,2.1868958109559613,931.0,2036.0,7.586883109352522,4.469247630062474
QUEENS,8,2019,1.8291666666666666,240.0,439.0,0.4498567335243553,349.0,157.0,1.3793099331423113,4.066109341825903
QUEENS,8,2020,1.5583333333333333,240.0,374.0,0.3151862464183381,349.0,110.0,1.2431470869149952,4.944166666666667
QUEENS,8,2021,3.1416666666666666,240.0,754.0,1.484240687679083,349.0,518.0,1.6574259789875836,2.1166827541827544
QUEENS,8,2022,3.4375,240.0,825.0,2.438395415472779,349.0,851.0,0.9991045845272208,1.409738542890717
QUEENS,8,2023,5.158333333333333,240.0,1238.0,1.8853868194842407,349.0,658.0,3.2729465138490923,2.7359549138804455
QUEENS,8,2024,11.241666666666667,240.0,2698.0,2.3638968481375358,349.0,825.0,8.877769818529131,4.755565656565657
QUEENS,8,2025,13.216666666666667,240.0,3172.0,3.054441260744986,349.0,1066.0,10.162225405921681,4.327032520325203
QUEENS,82,2019,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
QUEENS,82,2020,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
